id,headlines,text,ctext,ctext_len 
4148,Axis Bank denies reports of CEO Shikha Sharma's resignation,"Axis Bank on Wednesday dismissed the reports of its MD and CEO Shikha Sharma's resignation. ""The news is false, speculative and is being circulated with the mala fide intention of misleading the investors and the general public,"" the bank said. Axis Bank's Q3 profit witnessed a sharp fall over Income Tax Department raids on some of its branches post demonetisation.","New Delhi, Mar 22 (PTI) Private sector lender Axis Bank today said its MD & CEO Shikha Sharma is not resigning. ""..The news appearing in section of social media stating the impending resignation of the MD & CEO of the Bank, which please note is false, speculative and is being circulated with the mala fide intention of misleading the investors and the general public,"" Axis Bank said in a clarification to the BSE. Axis Bank has been under pressure over a sharp fall in third quarter profits along with Income Tax Department raids on some of its branches post-demonetisation. ",99
4155,Salman pays ?44 cr as Bollywood's highest advance tax payer,"Salman Khan has paid ?44.5 crore to become Bollywood's highest advance tax payer for 2016-17. Kapil Sharma submitted an advance tax of ?23.9 crore as compared to only ?7 crore in 2015-16. However, the Income Tax department declined to give advance tax figures for Shah Rukh Khan, Amitabh Bachchan and Aishwarya Rai as they're under investigation over Panama Papers case.","Actor Salman Khan once again proved to be the Sultan of Bollywood by paying the highest advance tax after beating Akshay Kumar and Hrithik Roshan in the financial year 2016-17. But the one who has surprised the Income Tax (IT) department is comedian-actor Kapil Sharma, whose income has shot up by almost 206 per cent in just one year.Indiatoday.in has an exclusive data of advance tax paid by top ten actors till March 15, 2017 which clearly shows that Salman Khan is the highest paid actor in the Indian film industry. However the department declined to give the advance tax numbers of Shah Rukh Khan, Amitabh Bachchan and Aishwarya Rai Bachchan, as all three of them are under investigation linked to Panama Papers leak case.",124
4156,Why no deposit window for old notes after Dec 31: SC to Govt,"The Supreme Court on Tuesday pulled up the Centre and the RBI over demonetisation measures taken, asking why they did not give a window to citizens to deposit old currency notes after December 31. The apex court gave the Central government and the Reserve Bank of India two weeks' time to reply to the notice.","The Supreme Court has sought the Centre and the RBI's response on why they did not give a window to citizens to deposit demonetised currency after December 31. The apex court bench, headed by Chief Justice Jagdish Singh Khekar, gave the Central government and the Reserve Bank of India two weeks' time to reply to the notice. ALSO READ:Demonetisation is Modi's Napoleon moment: Amartya Sen to India Today",67
4158,India include Mohammed Shami in the squad for final Test,"India have added pacer Mohammed Shami into the squad for the final Test, scheduled to begin on March 25 in Dharamshala. Shami last played for India in November 2016 and had been out since due to knee injury. Earlier, Indian captain Kohli had hinted at including Shami saying that he was sent to play Vijay Hazare Trophy for match practice.","The Indian cricket team on Tuesday landed in Dharamsala for the fourth and final Test of the series against Australia, starting Saturday.India have boosted their pace battery by adding Mohammed Shami into the squad. Kohli had earlier said Shami remains in the scheme of things for the last Test.""We sent him to play (Vijay Hazare), wanted to give him match practice. I've not spoken to selectors but all kinds of possibility approaching the next Test,"" Kohli said.The four-match series currently stands 1-1 after Australia stunned India by 333 runs in the opening Test in Pune before Kohli's men bounced back beautifully to win the second Test in Bengaluru by 75 runs to level the series. The third Test in Ranchi ended in a draw after Peter Handscomb and Shaun Marsh saved Australia blushes.Australia will just have to draw the final Test to retain the Border-Gavaskar trophy after their 2-0 victory in 2014. Kohli had won six consecutive series before the Australia. Pressure will be on India as their home domination is under threat.",172
4164,Cong poster offers ?5L reward for finding Prashant Kishor,"A poster was spotted outside Congress office in Lucknow announcing an award of ?5 lakh to the person who finds poll strategist Prashant Kishor and presents him before party workers. The poster was removed immediately after it was spotted by state Congress chief Raj Babbar. Notably, Prashant Kishor was Congress' chief poll strategist for the recent Uttar Pradesh polls.","Congress state President Raj Babbar today spotted a poster announcing a reward of Rs 5 lakh to the person who finds political strategist Prashant Kishor and presents him before the party workers. The posters were removed immediately.According to reports, the missing poster was put up by secretary in the Uttar Pradesh Congress Committee Rajesh Singh, who however denied them. He has now been suspended.Kishor has been facing criticism since the party lost in the recently-ended Uttar Pradesh elections. He was handpicked by Congress vice-president Rahul Gandhi and Priyanka Gandhi Vadra to manage the Uttar Pradesh Assembly elections. Reports suggest that Kishor was the one to suggest the Congress-Samajwadi Party alliance. ",110
4166,Why do passports have four primary colours?,"Passport colours are derived from four primary colours- red, green, blue or black, according to Arton Group, which runs a passport database. Blue passports are believed to belong to 'new-world' nations including India and Australia. Red passports usually belong to nations with a communist history. Additionally, black passports, used by New Zealand among others, are known to be the rarest.","If you've never had the time to think as to why passports around the world come in the limited colours that they do, allow us to enlighten you today. Shades of red, green, blue and black are the four colours that dominate the universe of passports--and not without good reason. As per a report by Business Insider a certain Hrant Boghossian has some reasons to attribute to the choice of passport colours. The Vice President of Marketing at Arton Capital--a firm that headlines ""interactive passport database, Passport Index,"" believes that while essentially the colours are limited, nations experiment with the hues of these four primary shades that can be attributed to ""many possible scenarios.""Here's a breakdown of things.Blue: Countries whose passports are blue in colour are believed to belong to the so-called 'new-world' league of nations. These nations include India, North America, South America, Australia among others. Red: Considered to be the colour of the communist movement worldwide, red generally belongs to countries that have had a communist history or are still under its influence. China, Serbia, Latvia among others are examples. ",182
4174,BSP leader Mohammed Shami shot dead in Allahabad,"Bahujan Samaj Party (BSP) leader Mohammed Shami was shot dead in Uttar Pradesh's Allahabad area on Sunday night by two unidentified gunmen who came on a motorbike. The incident took place when Shami was going towards his car parked outside his office. As per reports, the accused fled from the spot after the deceased fell down.?","BSP leader Mohammed Shami was shot dead in Allahabad on Sunday night. He was reportedly shot at by two unidentified gunmen who came on a motorbike. The incident took place in Allahabad's Mau Aima. Mohhamed Shami was going towards his car parked outside his office, when he was fatally shot. Sources said that he fell down immediately and the accused fled from the spot. The 60-year-old deceased was a local leader. After the incident, locals and supporters of Shami reportedly held a protest.The incident took place hours after Yogi Adityanath in his swearing-in ceremony as Uttar Pradesh CM vowed to improve the law and order situation in the state.WHO WAS MOHAMMED SHAMIShami was a history-sheeter of Mau Aima police station. His number is HS 18B and his gang is registered as IS (inter state) 197 in Allahabad He has 31 cases registered against him including heinous offences like murder, dacoity and loot.He had many serious enmities including a land dispute with another criminal which seems to be the likely cause of his murder.He was a block Pramukh thrice and was hopping between SP and BSP.  ",185
4175,Jaipur hotel sealed after complain of beef being served,Hotel Hayat Rabbani in Jaipur has been sealed after nearly 100 cow vigilantes protested outside the hotel on Sunday night alleging that beef was served inside. It was also alleged that the hotel staff threw the remnants of the non-vegetarian food in the nearby park. The Jaipur Municipal Corporation claims to have sealed the hotel for not discarding garbage properly.,"Over 100 cow vigilantes protested outside Hotel Hayat Rabbani in Jaipur on Sunday night alleging beef was cooked and served there.Komal Didi, a cow vigilante from the Gaurakasha Dal, led the demonstration and had a heated argument with the hotel staff claiming that they are serving beef. It was also alleged that the hotel staff threw the remnants of the non-vegetarian food in the nearby park.Hotel owner Naeem was not traceable after the ruckus began. Police was called in late on Sunday night, which arrested two hotel employees - Ashfaq and Wasim on charges of disturbing peace and creating nuisance. However, no one from the demonstrating cow vigilante brigade was taken into custody. Jaipur Municipal Corporation (JMC) has sealed the hotel on the charge of not discarding garbage properly.",128
4176,Big B pens blogpost after demise of Aishwarya Rai's father,"Actor Amitabh Bachchan wrote a post on his blog titled 'Death...the inevitable end', following the demise of daughter-in-law Aishwarya Rai's father Krishnaraj Rai on Saturday. ""That call you wait anxiously knowing that it will come, and come it does to end all other calls...glimpses of reactions in the mind, of the lost one...,"" read a part of Bachchan's post.","The Bachchans are going through a difficult time. Aishwarya Rai Bachchan's father passed away on Saturday, after a prolonged battle with disease, leaving the family bereaved. Amitabh Bachchan penned an emotional note after the loss. Taking to Twitter, he wrote, ""Death has but one end, and words cannot define it.""T 2468 - Death has but one end .. and words cannot define it ..!!The actor also expressed his grief on his blog, where he wrote, ""That call you wait anxiously knowing that it will come, and come it does to end all other calls .. glimpses of reactions in the mind, of the lost one, of those that shall reflect on the lost one .. and suddenly then in the midst of sorrow and grief among the grieved and grieving ..""Big B added, ""That walk to the ultimate destination and the realityâ?¦ Embracing the tragedy, the discussions on its transport, its rituals, its formalitiesâ?¦ The custom, the tradition, the visitors with the sadness and the embrace of consolation, the last rites, the carriage, the placement, the cremationâ?¦ What to say what to put out where to put toâ?¦ All laden with grief and departure.""",193
4182,Pakistan violates ceasefire along LoC in J&K,"Pakistan Army on Sunday resorted to unprovoked ceasefire violations along the LoC in Balakote area of Poonch in Jammu and Kashmir. Two Pakistani posts, Peer Baba and Shalti, reportedly targetted two Indian posts along the LoC. Reports further claimed that Pakistan was using the ceasefire violation to provide cover fire to allow terrorists to infiltrate into India.","Pakistani Army today violated cease fire on Line of Control (LoC) in Balakote area of Poonch in Jammu.Sources said that Pakistani troops started medium machine gun fire on two Indian posts since 6.15 am. Two Pakistani posts, Peer Baba and Shalti were reportedly targeting two posts in forward areas on LoC. India has retaliated to the attack. Sources said that Pakistan is giving cover fire to the terrorists so that they can infiltrate from this side. ""Unprovoked ceasefire violation by Pakistan Army in BG sector and Balakot sector from 0600 to 06:45 hours. They used 2-inch mortars, automatic weapons, while the Indian troops responded befittingly,""  said Lt Col Munish Mehta.No injuries to Indian troops reported. ",115
4183,Aamir Khan earns ?175 crore from 'Dangal': Reports,"According to reports, Aamir Khan earned ?175 crore from his film 'Dangal' owing to the profit-sharing partnership he entered into with co-producers Disney UTV. ""While he took ?35 crore upfront he also took 33 per cent of partnership,"" a source was quoted as saying. Aamir will reportedly also take 33 per cent royalty from the film's earnings in the future.","Aamir Khan possesses a Midas touch. All his films are almost guaranteed to strike box-office gold, and his last release, Dangal, was no different. Dangal broke all records to become the highest grossing Bollywood film ever, and if a report DNA is to be believed, the actor received a handsome return.An industry insider is quoted as saying, ""Aamir himself has earned a humongous Rs 175 crore (approx) from the film with the kind of profit-sharing partnership he entered into with co-producers Disney UTV. While he took Rs 35 crore upfront he also took 33 per cent of partnership as he always does for his films. And will take 33 per cent royalty in whatever money the film earns in the future, including satellite rights.""With that whopping sum as his fee, Aamir is probably the highest paid actor in B-Town right now.",140
4184,"Amitabh, SRK attend Aishwarya's father's funeral","Bollywood celebrities including Amitabh Bachchan and Shah Rukh Khan attended the funeral of actress Aishwarya Rai Bachchan's father Krishnaraj Rai. He passed away on Saturday in Mumbai's Lilavati hospital. Other actors like Kunal Kapoor and Sonali Bendre, veteran actors Simi Garewal and Randhir Kapoor and filmmaker Sanjay Leela Bhansali were also spotted at the funeral.","Actor Aishwarya Rai Bachchan's father Krishnaraj Rai died Saturday evening in Mumbai after a brief battle with illness. His funeral was held Saturday night at the city's Vile Parle Seva Sansthan Shamshan Bhoomi, where a host of actors, including Aishwarya's husband Abhishek Bachchan and father-in-law Amitabh Bachchan, offered prayers. Other Bollywood celebrities who paid their last respects included actors Shah Rukh Khan and Kunal Kapoor and film makers Sanjay Leela Bhansali and Ashutosh Gowarikar. Krishnaraj Rai was admitted to Bandra's Lilavati hospital last month. Lt Gen V Ravishankar, who treated him at the facility, told news agency IANS that Rai had lymphoma. ""Mr Rai passed away around 4 pm in Lilavati hospital ICU,"" Ravishankar told IANS. A Mangalorean, Krishnaraj is survived by wife Vrinda, son Aditya and daughter Aishwarya.(With agency inputs)",130
4186,40 pilots of Air Costa quit over non-payment of salaries,"Embattled Air Costa has seen an exodus of employees, including 40 pilots, in the last few weeks over non-payment of salaries. Air Costa promoters had ""promised"" to pay pending salaries by March 15, but ""failed"" to keep their word. Notably, faced with a cash crunch, Air Costa has cancelled bookings till May, and is looking for funds to restart operations. ","New Delhi, Mar 19 (PTI) Embattled Air Costa has seen an exodus of employees, including 40 pilots, in the last few weeks over non-payment of salaries. The airline, which has cancelled bookings till May, is scrambling for funds to restart its operations but is yet to make much headway in roping in investors. Air Costas 450-odd employees are literally at the crossroads amid worsening financial situation, and industry executives apprehend there could be a replay of erstwhile Kingfisher Airlines -- whose shuttering in 2012 had rendered hundreds of people jobless. ",90
4187,Five-legged lamb born in UK named after Tom Hanks character,"A five-legged lamb which was born at a farm in the UK has been named 'Forrest' after Hollywood actor Tom Hanks' character from the 1994 film 'Forrest Gump'. The lamb was named so in the hope that its extra limb gives it the same love of running as the film's character. ""It's happy- drinking, running around,"" said the farm's owner.","London, Mar 18 (PTI) A five-legged lamb has been born at a farm in the UK and named after a Tom Hanks character. The Texel Mule cross was born on Thursday in Derbyshire and farm owner Mark Bayley said he was totally healthy. The Bayley family nicknamed the young male Forrest in the hope his extra limb gives him the same love of running as film character Forrest Gump. Bayley said although it was tempting to sell Forrest for meat, he would probably be kept as a family pet, the BBC reported. The extra limb, which sits just behind Forrests left front leg, is slightly shorter than the other four so is not interfering with his mobility at the farm in Ashbourne. ",122
4189,Railways ordered to pay ?1.3 lakh over bag lost 14 years ago,A consumer court has ordered the Indian Railways to pay over ?1.3 lakh to a 74-year-old who lost her luggage 14 years ago while travelling to Secunderabad. Radha Ramnathan was carrying valuables including diamonds and gold in her luggage. She claimed there was no chain under her seat to fasten the luggage and many unauthorised passengers had entered the coach.n,"After 14 years of protracted litigation, a 74-yearold woman won a case against Indian Railways after she lost her valuables while travelling to Secunderabad.The consumer court directed Indian Railways to pay Radha Ramnathan Rs 1,34,400 for being negligent in its services, causing mental agony. It said once the passenger takes the ticket and travels by a train, it is the responsibility of the railway to see that the passenger reaches the destination safely with his luggage and belongings. It is the duty of the railway staff to see that the belongings of the passengers are safe.In 2003, Radha had booked a ticket in AC 3-tier in Kongu Express to attend a religious ceremony of her grandson in Secunderabad.She was carrying a gold chain, diamond rings, a gold coin and other valuables, worth over a lakh of rupees.She claimed that there was no chain under her seat with which she could fasten the luggage and many unauthorised passengers had entered into the coach.'RAILWAY OFFICIALS DID NOT HELP'""Neither the ticket collector nor the Railway Protection Force took any step to get them out despite complainants raising objection to it,"" she said.",188
4190,Dubai launches world's fastest free airport Wi-Fi,"Dubai Airports, which manages both the Dubai International and Al Maktoum International airports, has launched the world's fastest free Wi-Fi service across its terminals with speeds up to 100 Mbps. Called the 'WOW-Fi', the service provides Wi-Fi speed about ten times faster than many households have in the UAE. Free unlimited Wi-Fi at Dubai airports was launched in December 2016.","Dubai, Mar 19 (PTI) Dubai Airports has announced worlds fastest free Wi-Fi service across its terminals to provide millions of passengers superfast internet access while they wait for their flight. Aptly called WOW-Fi, the service offers a top speed of up to 100 megabits per second (mbps), about ten times faster than what many internet users would get at home in the UAE. The service provides internet connection surpassing all other airports, according to a statement released here by Dubai Airports. The launch of the service follows Dubai Airports launch of an upgraded free unlimited high-speed Wi-Fi connection across Dubai International (DXB) and Dubai World Central (DWC) in December last year. The unlimited free Wi-Fi at DXB connects with just one click and offers speed that sets a new benchmark for airports globally. ",133
4192, Why are lights in plane dimmed during take off and landing?,"The lights in an airplane are dimmed during take off and landing as a precautionary measure to allow passengers' eyes to pre-adjust to lower light, in case of an emergency. It helps people to be aware of their surroundings during an emergency evacuation. Additionally, the emergency markings in the aisle and the exit signs are more visible in the dark. ","You may be a regular air traveller but have you ever wondered why planes dim their lights while taking off and landing? Many travellers are unclear whether it is a deliberate move on the part of the airline to draw the attention of the passengers or merely a dramatic stunt before commencing or ending the journey.Well, allow us to help and set things right.Also Read: Now, you can buy air-travel tickets on EMI",69
4197,Chain snatchers flee with IAS officer's gold chain in Ajmer,"Snehlata Panwar, an IAS officer posted in Ajmer district in Rajasthan, became the victim of two chain snatchers on Saturday. ""A boy came from behind and snapped at my neck. The moment I looked behind, he had fled away after breaking the chain,"" the officer said. The police is scanning through CCTV footage, according to reports.","It was Snehlata Panwar, an IAS officer, posted in Ajmer district, who became the victim when two chain snatchers on bike targeted her early this morning. One of the snatchers, who came from behind, pulled her gold chain. Thereafter, the duo fled from there. The police is scanning through CCTV footage which has visuals of the IAS officer and the men on bike.Also Read || Rajasthan: Leopard attack causes another death in Sariska Forest Reserve || ""I was walking there. A boy came from behind and snapped at my neck. The moment I looked behind, he had fled away after breaking the chain. My chain was of around 1.5 tola (16 gm approximately). There was no police personnel present in the morning. We are watching the CCTV footage in a house,"" says Snehlata Panwar, Director, Ayurveda.Later, another attempt at chain snatching, suspected to be by the same duo, was made. ",150
4201,"Punish those who corrupt players, says fixing-accused Butt","Pakistani cricketer Salman Butt, who has served jail time and a five-year ban for spot-fixing, says the ICC should consider punishing those who ""corrupt the minds of cricketers"". ""I have paid heavily for it...It is human nature...to fall into the trap of greed. Steps are also required to punish individuals who trap players,"" said Butt.","Pakistan's disgraced former Test captain Salman Butt, who has served a five-year ban for spot-fixing, has urged cricket authorities to target those who try to corrupt players at any level of the game.""The players are seen as the main culprits whenever some corruption comes out. But I think the International Cricket Council and its member boards also need to think about how to also punish those people who try to lure players into fixing,"" Butt said on Geo Super channel.Butt, who was the mastermind of the 2010 spot-fixing scandal during Pakistan's tour of England, said that until people, who try to corrupt cricketers are also punished, it would be difficult to eradicate the menace.""We have seen players who get caught in this fixing racket get punished. I have been through it and have paid heavily for it. I have learnt my lesson. But what about those who induce us into such practice,"" he said.",153
4202,US group to hold conference on 'Make in India' in Houston,"An American business group is organising a two-day conference in Houston on the theme 'Make in India ? The Inside Story'. The conference, which will begin on March 24, will discuss the latest developments and best practices of doing business in India. ""The conference is designed to bring various constituencies that have an interest in India together,"" the organisers said.","From Seema Hakhu Kachru Houston, Mar 17 (PTI) An American business group will organise a conference here to discuss the latest developments and best practices of doing business in India. The two-day Houston India conference conference will begin from March 24. The theme of the Conference is Make in India ? The Inside Story. The conference is designed to bring various constituencies that have an interest in India together and discuss with them the latest developments and the best practices of doing business in India, the organisers said. Make in India is a major initiative of India, designed to foster innovation, enhance skills development, protect intellectual property, build best in class manufacturing infrastructure, facilitate investment and collaboration, they said. India is one of the major business partners for companies in Texas. There is a large Indian presence in the educational, medical and research institutes that Houston is renowned for, they said. The GDP of Texas at USD 1.7 trillion would make it the 10th largest economy in the world, if it were an independent nation. Texas is home to 54 (or 11 per cent) of Fortune 500 companies, the organisers said. ",191
4203,Afridi appointed ambassador of Blind Cricket World Cup,"Former Pakistan all-rounder Shahid Afridi has been appointed the ambassador of Blind Cricket World Cup's fifth edition. The tournament will be hosted by the Pakistan Blind Cricket Council in the UAE and Pakistan in January 2018. ""Afridi is not only an icon in the arena of cricket...but also a philanthropist and a role model in social works,"" said PBCC Chairman.","Former Pakistan all-rounder Shahid Afridi has been appointed as the ambassador for the fifth edition of the Blind Cricket World Cup.The announcement was made on Friday by the Pakistan Blind Cricket Council (PBCC)""Afridi is not only an icon in the arena of cricket across the globe but also a philanthropist and a role model in social works,"" the Dawn quoted said PBCC chairman Syed Sultan Shah as saying.Shah asserted that with Afridi's contribution, blind country will gain new heights.The PBCC statement also stated that the fifth edition of the tournament, to be played in ODI format, will be hosted by PBCC in the United Arab Emirates and Pakistan in January 2018.It is reported that the PBCC is trying to host some of the pool matches and the final in Pakistan.Nine members of World Blind Cricket Ltd will participate in the tournament and four of them have agreed to play in Pakistan.37-year-old Afridi had last month announced his retirement from international cricket, bringing to an end his illustrious 21-year career.",168
4205,I will never accept a job of Rahul's adviser: Amit Shah,"BJP President Amit Shah on Friday said he will never accept a job of becoming Congress Vice President Rahul Gandhi's adviser. When asked if he is assured of his party's victory as long as Congress is led by Rahul, he said, ""We don?t depend on our rivals' weakness"". He further added, ""We were smart, so we got Goa and Manipur"". ","Mumbai, Mar 17 (PTI) BJP chief Amit Shah today said he will ""never accept"" the job of advising the Congress vice president Rahul Gandhi. ""I will never accept this job,"" Shah said, when asked what would he do if he were asked to advise Rahul Gandhi after the Congress poor show in the recent elections. ",55
4208,"Don't lose faith, hum honge kamyab: Kejriwal to AAP cadre","After facing defeat in recently held Punjab and Goa Assembly elections, AAP Convenor Arvind Kejriwal has written a letter to party cadre, stating ""hum honge kamyab"" (We shall overcome) and they shouldn't lose faith. The 65-year-old BJP hasn't given up in Karnataka, 130-year-old Congress hasn't given up in Maharashtra, hence there's no reason for us to give up, he wrote.n","Aam Aadmi Party chief Arvind Kejriwal has written a letter to party workers, demoralised after the AAP's recent loses in Punjab and Goa Assembly elections. The party was especially betting big on Punjab, which sent four AAP leaders to the Lok Sabha in the 2014 general election. The party won 20 constituencies in Punjab, narrowly beating the Shiromani Akali Dal-Bhartiya Janata Party combine's 18 seats to emerge as the principal opposition in the state. In Goa, on the other hand, AAP failed to open its tally, losing in all the constituencies the party contested in. Delhi chief minister Kejriwal's morale-boosting letter, sent to all APP volunteers, comes just ahead of Delhi municipal polls, scheduled for April 22.ALSO READ | Congress to use Punjab Assembly elections results against AAP in MCD poll campaigns",131
4216,Indrani to oppose son Mikhail's claim on Sheena's property,"Key accused in the Sheena Bora murder case, Indrani Mukerjea, on Thursday told a CBI court that she would oppose her son Mikhail's claim on Sheena's share of ancestral property. Indrani's mother, who died in 2015, had in her will left a piece of land, a two-storied house and two other structures in Guwahati for Sheena and her brother Mikhail.","Mumbai, Mar 16 (PTI) Indrani Mukerjea, accused in the Sheena Bora murder case, today told the special CBI court here that she would oppose her estranged son Mekhails claim on Sheenas share of ancestral property. Mekhail Bora has moved the Guwahati district court, seeking probate (verification by court) of the will of his grandmother, Indrani told the court in Mumbai today. The Guwahati court directed that if Indrani, who is lodged in a prison here, had any objections she should submit them in person or through a lawyer. Indrani, who was present before the special court here, told the judge that she planned to object to Mekhails claim on Sheenas share of grandmothers property. Her (Indranis) mother had nowhere said that in the event of Sheenas death her share will go to Mekhail, Indrani said. ",135
4217,World's oldest club to allow female golfers after 273 years,"Scotland's Muirfield golf course, founded in 1744 and believed to be the oldest in the world, will allow women to attain membership for the first time. The decision reportedly comes after the club lost out on a chance to host the prestigious Open Championship. Women, however, will have to wait for nearly 2-3 years due to a membership waiting list."," Founded in 1744, Scotland's Muirfield golf club is finally swinging its gates open for women. Believed to be the oldest in the world, the golf club will allow women to attain membership for the first time over the course of its history. Reportedly, the decision comes after the club lost out on a chance to host the ""prestigious"" Open Championship. Being welcomed by nearly everyone, including Scotland's First Minister, Nicola Sturgeon, the move is a long overdue step towards eradicating the skewed ideas that do not allow women to be members of world's most coveted golf clubs, The Guardian reports.",100
4222,"Priest, nuns accused of covering up minor's rape surrender","Days after the arrest of Father Robin Vadakkumchery in connection with the alleged rape of a minor girl in Kerala's Kannur, a priest and two nuns accused of covering up the matter surrendered before the police on Friday. The rape survivor gave birth to a child after being raped by the 48-year-old priest, who was arrested on February 28.","Three co-accused - a priest and two nuns - surrendered before the Kerala police today in connection with the rape of a minor by a priest in Kottiyoor of Kerala's Kannur district.Fr Joseph Therakam, who is the former Wayanad Child Welfare Commitee chairman, Sister Ophilia, superintendent of Holy Infant Mary Orphanage, and another Sister Betty surrendered before the circle inspector of Peravoor today.All three who are the eighth, ninth and tenth accused surrendered following a directive from the Kerala High Court that rejected their bail plea. The High Court had asked them to surrender before March 17.ACCUSED PRIEST ARRESTED ON FEBRUARY 28The 17-year-old survivor gave birth to a child after being raped by the priest. The accused priest, identified as Father Robin Vaddakumchiryil (48), was arrested on February 28.The incident came to light after the police was informed by child-line activists following an anonymous complaint that a girl gave birth.On enquiry, the teenager, who is in standard eleventh, stated that she was raped by the priest at a church.Father Vaddakumchiryil (48), the bishop of St Sebastian church has confessed to the crime. He is the manager of the school where the girl studies.",192
4226,Azam Khan scolds officials for making him walk on muddy road,"Samajwadi Party (SP) leader Azam Khan allegedly lashed out at Uttar Pradesh government officials for making him walk on a muddy stretch after his car was stopped from entering Rampur Mandi. ""Did Modiji instruct you to make me go through this?"" Khan asked the officials. ""Is this why I got you transferred... You were in a ditch,"" Khan further said. ","In the Uttar Pradesh Assembly Elections of 2017, the Samajwadi Party might have lost severely to the Bharatiya Janata Party but Rampur MLA and outgoing Urban Development Minister Azam Khan managed to win his constituency for the nineth time, that too, with a decent margin of votes. He won the constituency for the first time in 1980.  A video that shows Azam Khan rebuking two government officials, one being Rampur Sadar Sub Divisional Magistrate, has gone viral. In the video, Khan could be seen scolding the officials for making him walk through muck. Khan had gone to collect his election victory certificate but his car was stopped from entering the Rampur Mandi. Watch the video here:Annoyed that he had to walk through muck, Khan asked the officials, who could be seen hanging their heads in front of Khan, ""Did Modiji instruct you to make me go through this?"" ",147
4229,Navjot Singh Sidhu inducted as cabinet minister in Punjab,"Cricketer-turned-politician Navjot Singh Sidhu was on Thursday inducted as a cabinet minister in the new Congress government in Punjab headed by Chief Minister Amarinder Singh. Sidhu, who joined the Congress party in January, just days ahead of the February 4 assembly elections in Punjab, won the Amritsar East seat with the second-highest margin of over 42,000 votes, after Amarinder Singh.","Cricketer-turned-politician Navjot Singh Sidhu was on Thursday inducted as a cabinet minister in the new Congress government in Punjab headed by Chief Minister Amarinder Singh.Sidhu was administered the oath of office and secrecy by Punjab Governor VP Singh Badnore.However, Sidhu has not been designated as Deputy Chief Minister, as was being speculated in political circles.",54
4230,Shreya Ghoshal to get wax figure at Madame Tussauds Delhi ,"Singer Shreya Ghoshal is set to get a wax figure at the Madame Tussauds in New Delhi. Ghoshal said, ""it is an honour to be featured among such talented stars, artists, historians and renowned celebrities."" The wax museum, which will open later this year, will also feature wax figures of Bollywood actors Amitabh Bachchan and Shah Rukh Khan. ","Shreya Ghoshal sure is treading new heights. With Madame Tussauds all set to come to Delhi, one of the unexpected names of celeb statues that has surfaced is that of singer Shreya Ghoshal.The statue will be created in a distinctive singing pose, and will be open to the public when the museum opens at Regal Palace, in the heart of Delhi later this year.",63
4232,Dhoni signs autograph mid-match for pitch-invading fan,"A fan ran onto the pitch and touched former Indian captain MS Dhoni's feet when he was at the crease, during Jharkhand's Vijay Hazare Trophy quarter-final match against Vidarbha in Delhi on Wednesday. Dhoni obliged the fan with an autograph before the latter left the field. Throughout the match, the crowd chanted Dhoni's name at the fall of every wicket.","The Vijay Hazare trophy quarter-final between Vidarbha and Jharkhand was all about one man. Rarely has a domestic match at this venue grabbed such attendance, but with Former India skipper Mahendra Singh Dhoni at the centre, all the commotion was expected. With Vidarbha managing just 159, the crowd at the Air Force Sports Complex in Palam was waiting for their hero to come out to bat. Every time a batsman got out, the crowd started chanting 'Dhoni Dhoni' but the Jharkhand skipper wouldn't oblige. There were other batsmen who needed the batting practice much more than the senior pro. Many were sitting close to the boundary ropes while many were trying to catch a glimpse of action from the boundary wall adjacent to the main road. ",126
4234,Politics is not for me: Aamir Khan  ,"Actor Aamir Khan has said that politics is not for him while adding, ""I feel there's a lot I can contribute, staying in the creative field that I am in."" Talking further about sharing his opinions on important issues, Aamir said, ""I don't think I've been careless in giving my opinion on matters... will continue to say what I feel.""","Mumbai, Mar 14 (PTI) Superstar Aamir Khan, who turned 52 today, says he will never join politics but will always be vocal about important issues. The ""Dangal"" star says he has never given an opinion carelessly and will continue to speak his heart out but in a careful manner. ""Ive always been careful, I dont think Ive been careless in giving my opinion on matters. Ive always been careful and will hopefully continue to be so but also continue to say what I feel,"" Aamir told reporters here. The actor was speaking at a special press conference on his birthday. ",100
4236,Hollywood actress Mischa Barton's sex tape leaked,"A sex tape featuring British-American actress Mischa Barton has been leaked in what is believed to be a case of ""revenge pornography"". ""She believes... she was recorded without her consent by someone she was seeing at the time,"" read her attorney's statement. Legal action has been threatened against those attempting to earn money by using the photos and videos.","Notting Hill actor Mischa Barton has found herself in the midst of a sex tape controversy. Daily Mail reports that the tape is currently up for bids, with a base price of $500,000. Reportedly, the video, where Mischa can be seen having sex with a dark haired man, is an act of revenge pornThe actor's attorney, Lisa Bloom, took to Twitter to release her statement. ""Ms. Barton does not consent to any disclosure of any such images. She believes that she was recorded without her consent by someone she was seeing at the time,"" it read.The statement also revealed that Mischa would be taking legal action: ""There's a name for this disgusting conduct: revenge pornography. Revenge pornography is a form of sexual assault, and it is also a crime and a civil wrong in California. And we will not stand for it.""BREAKING NEWS: I am proud to represent actress Mischa Barton, who is the victim of revenge pornography. Here is my statement. pic.twitter.com/87brpAJoqy",162
